Cluster	Protein	Name	CARD	Resfams	Mechanism	Sub_mechanism
6767	B370-3_scaffold_1777_16	APH3	NA	APH3	Phosphotransferase	Phosphotransferase
6557	B370-1_scaffold_79404_2	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT	Acetyltransferase	Acetyltransferase
3727	B352-5_scaffold_26841_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
89	B371-1_scaffold_2805_15	RND_efflux	NA	RND_efflux	Efflux	Efflux
1522	B331-2_scaffold_4_152	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1770	B316-2_scaffold_18932_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2420	B309-1_61|phage|7727|40856_37057_47	msbA	msbA	msbA	Efflux	Efflux
6280	B314-2_scaffold_18624_1	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT	Acetyltransferase	Acetyltransferase
4106	B310-4_scaffold_9408_2	MexE	NA	MexE	Efflux	Efflux
6243	B346-3_scaffold_5762_2	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT	Acetyltransferase	Acetyltransferase
4912	B313-3_scaffold_15009_3	vanY	NA	vanY	Gylcopeptide Resistance	Gylcopeptide Resistance
4176	L93-4_scaffold_17_140	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
6012	B371-3_scaffold_25760_2	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
34	B352-4_scaffold_2329_8	msbA	NA	msbA	Efflux	Efflux
2876	B320-1_scaffold_644_14	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5438	B314-4_1447|phage|1|9423_59795_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
442	B320-3_scaffold_3043_1	MexW-MexI	NA	MexW-MexI	Efflux	Efflux
3938	B331-3_scaffold_813_5	emrD	emrD	NA	Efflux	Efflux
6683	B331-2_scaffold_17090_1	dfrA14	dfrA14	NA	Dihydrofolate Reductase	Other
5075	B370-1_scaffold_870_45	ANT6	ANT(6)-Ib	ANT6	Nucleotidyltransferase	Nucleotidyltransferase
2962	B370-1_scaffold_870_46	tet_ribosomoal_protect	NA	tet_ribosomoal_protect	Tetracycline Ribosomal Protection	Tetracycline Resistance
5565	B371-1_scaffold_8309_5	AAC3	NA	AAC3	Acetyltransferase	Acetyltransferase
705	B335-1_scaffold_0_147	macB	NA	macB	Efflux	Efflux
1568	B313-3_scaffold_497_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
652	B310-4_scaffold_2932_6	macB	NA	macB	Efflux	Efflux
1843	L82-2_525|phage|7480|16116_144693_5	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
316	B313-1_scaffold_2826_7	RND_efflux	NA	RND_efflux	Efflux	Efflux
2832	B310-2_scaffold_46_23	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6351	B352-4_scaffold_40508_1	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
3413	B320-2_scaffold_2125_2	phoQ	NA	phoQ	Gene Modulating Resistance	Gene Modulating Resistance
1263	B320-1_scaffold_1296_20	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
534	B370-1_scaffold_2380_5	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4099	B321-2_scaffold_22869_2	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
5644	B329-4_scaffold_2509_3	vanY	NA	vanY	Gylcopeptide Resistance	Gylcopeptide Resistance
1319	B316-2_scaffold_7714_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3303	B320-5_scaffold_8662_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4252	B314-1_scaffold_19676_1	MexE	NA	MexE	Efflux	Efflux
1807	B371-1_scaffold_37670_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3169	B309-1_scaffold_9030_1	tet_ribosomoal_protect	NA	tet_ribosomoal_protect	Tetracycline Ribosomal Protection	Tetracycline Resistance
709	B370-4_scaffold_252_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4968	B316-3_scaffold_4246_2	vanY	NA	vanY	Gylcopeptide Resistance	Gylcopeptide Resistance
3743	B370-1_scaffold_40249_1	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
5309	B316-1_scaffold_9275_4	APH3	NA	APH3	Phosphotransferase	Phosphotransferase
6226	B310-1_scaffold_2227_8	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT	Acetyltransferase	Acetyltransferase
6000	B352-1_scaffold_2268_12	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
4502	B352-1_scaffold_2268_10	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
6166	B331-2_scaffold_844_16	kdpE	kdpE	NA	Gene Modulating Resistance	Gene Modulating Resistance
4463	B359-3_scaffold_18711_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6804	L109-2_scaffold_11275_1	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
6753	B310-4_scaffold_97_61	msrB	msrB	NA	Efflux	Efflux
4705	B370-1_scaffold_860_22	vanY	NA	vanY	Gylcopeptide Resistance	Gylcopeptide Resistance
6714	L109-4_scaffold_14568_1	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
1402	B335-1_scaffold_14698_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6416	B369-3_scaffold_2800_2	ClassB	NA	ClassB	Beta-Lactamase-Class B	Beta-Lactamase
3235	B314-3_scaffold_485_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5467	B320-1_scaffold_2565_8	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
462	L93-6_scaffold_298_4	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
410	B359-1_scaffold_1408_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1316	B316-1_scaffold_25_48	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
603	B370-1_231|phage|27113|41042_200605_9	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2479	B329-3_scaffold_1619_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3160	B370-1_scaffold_488_26	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
5147	B331-2_scaffold_176_11	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
4537	L93-6_scaffold_9038_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2096	B309-3_scaffold_9714_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2601	B370-1_scaffold_6047_7	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
16	B369-4_scaffold_259_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1063	B316-3_scaffold_1196_11	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1888	B313-3_scaffold_509_6	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2867	B313-3_scaffold_44_73	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5777	B314-3_scaffold_12275_1	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
3497	B370-1_scaffold_29591_3	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4225	B314-3_scaffold_12275_2	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
1493	B346-3_scaffold_1042_23	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
643	B320-1_scaffold_3584_8	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3608	B314-2_scaffold_800_5	cpxA	cpxA	NA	Gene Modulating Resistance	Gene Modulating Resistance
5881	B314-2_scaffold_800_4	Escherichia coli CpxR	Escherichia coli CpxR	NA	Gene Modulating Resistance	Gene Modulating Resistance
3948	B313-1_scaffold_1823_9	tet_MFS_efflux	NA	tet_MFS_efflux	Tetracycline MFS Efflux	Efflux
2394	B316-2_scaffold_1792_3	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
4451	B313-2_scaffold_16_138	MexH	NA	MexH	Efflux	Efflux
5044	B352-4_scaffold_830_11	SubclassB3	NA	SubclassB3	Beta-Lactamase-Class B	Beta-Lactamase
5704	B359-3_scaffold_2890_1	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
1827	B314-3_scaffold_13793_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2913	B352-3_scaffold_1620_4	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
291	B310-2_scaffold_224_8	RND_efflux	NA	RND_efflux	Efflux	Efflux
2580	B316-2_scaffold_7541_6	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
929	B352-3_scaffold_283_31	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6168	B357-4_scaffold_24628_1	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
2227	B309-3_scaffold_187_51	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3751	L93-4_scaffold_4228_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2262	B329-3_scaffold_1980_4	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4482	B352-1_scaffold_15337_1	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
3136	B371-4_scaffold_24009_2	msbA	NA	msbA	Efflux	Efflux
3619	B352-1_scaffold_1483_12	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1626	B316-4_scaffold_1276_4	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4424	B371-3_scaffold_2249_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2193	B314-2_scaffold_37_39	msbA	NA	msbA	Efflux	Efflux
4623	B370-1_scaffold_22295_4	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5361	B352-5_scaffold_25962_2	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
1292	B316-4_scaffold_1115_22	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2251	B316-2_1666|phage|21372|26149_120771_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3517	B313-3_scaffold_687_21	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
519	B310-1_scaffold_10_392	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6208	B371-1_scaffold_4414_7	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT	Acetyltransferase	Acetyltransferase
5019	B316-2_scaffold_243_57	vanY	NA	vanY	Gylcopeptide Resistance	Gylcopeptide Resistance
1482	B314-1_scaffold_5244_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4184	B329-1_scaffold_390_9	CMY-LAT-MOX-ACT-MIR-FOX	NA	CMY-LAT-MOX-ACT-MIR-FOX	Beta-Lactamase-Class C	Beta-Lactamase
2889	L109-1_scaffold_325_37	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5577	B321-3_scaffold_17603_2	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
6762	L82-1_scaffold_23617_2	vanY	NA	vanY	Gylcopeptide Resistance	Gylcopeptide Resistance
2062	B314-1_scaffold_4412_3	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4999	B314-2_scaffold_2556_6	ClassA	OXY-2-10	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
2683	B310-4_scaffold_527_27	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6495	L109-3_scaffold_15250_4	vanY	NA	vanY	Gylcopeptide Resistance	Gylcopeptide Resistance
4421	B369-4_scaffold_16940_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2441	B313-3_scaffold_2797_5	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2440	B313-3_scaffold_2797_4	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4146	B314-3_scaffold_7005_2	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
2438	B313-1_scaffold_4735_3	msbA	NA	msbA	Efflux	Efflux
419	L82-1_scaffold_3383_6	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5223	B346-3_scaffold_37124_2	ClassB	NA	ClassB	Beta-Lactamase-Class B	Beta-Lactamase
2292	B313-1_3214|phage|3136|8356_55644_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6605	B313-1_scaffold_26766_2	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
952	B316-3_scaffold_11070_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1360	B357-3_scaffold_1832_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6261	B352-3_scaffold_4193_3	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT	Acetyltransferase	Acetyltransferase
3781	L93-5_scaffold_7294_4	SubclassB1	NA	SubclassB1	Beta-Lactamase-Class B	Beta-Lactamase
3790	B316-7_scaffold_7079_5	TetM-TetW-TetO-TetS	NA	TetM-TetW-TetO-TetS	Tetracycline Ribosomal Protection	Tetracycline Resistance
199	B320-5_scaffold_49_81	RND_efflux	NA	RND_efflux	Efflux	Efflux
518	B346-3_scaffold_2248_9	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3908	B316-5_scaffold_14948_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2560	B309-4_scaffold_2718_5	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4401	B310-2_scaffold_501_11	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
3830	B313-3_scaffold_274_24	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
4289	B329-4_scaffold_2502_3	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
2042	B335-1_scaffold_8144_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5903	B352-3_scaffold_22551_1	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
607	B371-1_scaffold_110_30	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1282	B309-1_scaffold_863_26	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5479	B314-2_scaffold_1315_12	SubclassB2	cphA4	SubclassB2	Beta-Lactamase-Class B	Beta-Lactamase
4914	B316-7_scaffold_11344_2	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
5323	B309-1_scaffold_2798_6	APH3'	APH(3')-IIIa	APH3'	Phosphotransferase	Phosphotransferase
1511	L82-2_scaffold_44639_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4381	B335-1_scaffold_2135_2	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
4632	B320-4_scaffold_10959_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4444	B370-1_scaffold_18927_3	vanY	NA	vanY	Gylcopeptide Resistance	Gylcopeptide Resistance
5362	B370-1_scaffold_3387_7	vanY	NA	vanY	Gylcopeptide Resistance	Gylcopeptide Resistance
6163	B316-6_scaffold_7461_4	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
4011	L93-5_scaffold_1238_8	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
567	B352-5_scaffold_395_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2410	B352-4_scaffold_137_67	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
931	B352-5_scaffold_1488_10	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4355	B310-1_scaffold_17_43	MexE	NA	MexE	Efflux	Efflux
6354	B369-2_scaffold_5057_1	Enterobacter cloacae rob	Enterobacter cloacae rob	NA	Gene Modulating Resistance	Gene Modulating Resistance
4911	B310-1_scaffold_17_45	VEB-PER	CblA-1	VEB-PER	Beta-Lactamase-Class A	Beta-Lactamase
3451	B371-1_scaffold_9481_1	vanY	NA	vanY	Gylcopeptide Resistance	Gylcopeptide Resistance
6248	B371-6_scaffold_28710_1	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
2434	B310-5_scaffold_895_5	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1624	B316-2_scaffold_3210_20	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
975	B316-3_scaffold_33_6	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5023	B346-3_scaffold_2563_4	vanY	NA	vanY	Gylcopeptide Resistance	Gylcopeptide Resistance
5985	B320-4_scaffold_11979_2	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
3395	B313-3_scaffold_91_37	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1015	B316-1_scaffold_2457_6	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4625	L93-1_1857|phage|1|9918_34259_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5118	B321-4_scaffold_12269_1	PC1	PC1 beta-lactamase (blaZ)	PC1	Beta-Lactamase-Class A	Beta-Lactamase
1126	B309-2_scaffold_1812_6	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5662	B329-4_scaffold_7318_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
179	L109-1_scaffold_3579_3	RND_efflux	NA	RND_efflux	Efflux	Efflux
2412	B357-5_2897|phage|2692|10986_66197_8	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6842	B316-5_scaffold_23280_1	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
5963	B314-3_scaffold_2889_6	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
5761	B369-2_scaffold_2704_1	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
4941	B370-1_scaffold_718_34	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
6052	B309-1_scaffold_7167_3	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
2584	B316-4_scaffold_11540_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6635	B321-1_scaffold_17655_1	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
2995	L109-3_scaffold_8389_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6552	B329-1_scaffold_5605_1	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
398	B370-1_scaffold_5268_3	RND_efflux	NA	RND_efflux	Efflux	Efflux
4773	B331-1_scaffold_4810_2	SubclassB1	NA	SubclassB1	Beta-Lactamase-Class B	Beta-Lactamase
6283	B316-4_scaffold_474_21	ClassB	NA	ClassB	Beta-Lactamase-Class B	Beta-Lactamase
5035	B309-1_scaffold_677_53	ANT6	NA	ANT6	Nucleotidyltransferase	Nucleotidyltransferase
5676	B316-2_scaffold_6800_1	vanY	NA	vanY	Gylcopeptide Resistance	Gylcopeptide Resistance
1567	B313-3_scaffold_4410_3	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6572	B352-1_scaffold_20136_2	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
2933	B359-2_scaffold_12794_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2126	B357-4_scaffold_9378_3	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5534	B316-5_scaffold_5410_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
163	B310-1_scaffold_193_10	RND_efflux	NA	RND_efflux	Efflux	Efflux
3211	B352-1_scaffold_8544_4	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5551	B352-1_scaffold_2525_1	vanY	NA	vanY	Gylcopeptide Resistance	Gylcopeptide Resistance
639	B313-3_scaffold_300_9	tet_ribosomoal_protect	tetB(P)	tet_ribosomoal_protect	Tetracycline Ribosomal Protection	Tetracycline Resistance
2220	B309-1_scaffold_5753_4	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4138	B314-3_scaffold_617_9	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
5403	B352-4_scaffold_15054_1	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
3848	B357-4_scaffold_15226_5	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2197	B316-1_scaffold_1692_5	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1408	B352-5_scaffold_787_14	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5736	B309-3_scaffold_1691_5	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
2705	B321-1_scaffold_107_49	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1773	B321-1_scaffold_107_48	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5429	B316-2_scaffold_25566_1	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
1850	B310-4_scaffold_2150_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4823	B370-3_scaffold_7592_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1738	B370-1_scaffold_134_86	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5920	B371-6_scaffold_5205_5	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
619	B357-4_scaffold_14147_1	emrB	NA	emrB	Efflux	Efflux
6618	B310-4_scaffold_718_1	emrR	emrR	NA	Gene Modulating Resistance	Gene Modulating Resistance
577	B369-2_scaffold_161_67	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2977	L82-2_scaffold_1510_33	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1795	B320-2_scaffold_714_22	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3921	B371-1_scaffold_4_273	tet_MFS_efflux	NA	tet_MFS_efflux	Tetracycline MFS Efflux	Efflux
3298	B352-4_scaffold_23472_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4327	B352-1_scaffold_22682_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3747	B352-5_scaffold_23477_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1529	B370-1_scaffold_949_13	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
595	B352-5_scaffold_44_15	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5624	B310-4_scaffold_359_16	baeR	baeR	NA	Gene Modulating Resistance	Gene Modulating Resistance
5767	B309-1_scaffold_1112_7	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
207	B310-4_scaffold_359_12	RND_efflux	NA	RND_efflux	Efflux	Efflux
6320	B346-4_scaffold_4336_4	vanY	NA	vanY	Gylcopeptide Resistance	Gylcopeptide Resistance
4190	B309-1_scaffold_1112_8	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
2222	B309-2_scaffold_139_125	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1745	L109-4_scaffold_1440_6	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2530	B314-3_scaffold_1437_10	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
505	B346-3_scaffold_4769_3	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1466	B326-2_scaffold_348_13	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1753	B326-2_scaffold_348_14	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1892	B314-1_scaffold_13_122	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2244	B314-1_scaffold_13_123	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2195	B314-3_scaffold_751_9	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3162	B371-5_scaffold_16293_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5395	B313-1_scaffold_1736_18	ANT9	NA	ANT9	Nucleotidyltransferase	Nucleotidyltransferase
3789	B316-1_scaffold_12649_4	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6386	B346-4_scaffold_17373_2	ANT9	NA	ANT9	Nucleotidyltransferase	Nucleotidyltransferase
5018	B314-2_scaffold_491_3	Enterobacter cloacae rob	Enterobacter cloacae rob	NA	Gene Modulating Resistance	Gene Modulating Resistance
1613	L92-2_scaffold_2325_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6417	B370-1_scaffold_42854_2	ClassB	NA	ClassB	Beta-Lactamase-Class B	Beta-Lactamase
6355	B370-1_scaffold_85_14	ClassB	NA	ClassB	Beta-Lactamase-Class B	Beta-Lactamase
6086	B370-1_scaffold_5985_5	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
5407	L92-2_scaffold_11645_2	APH3	NA	APH3	Phosphotransferase	Phosphotransferase
1771	B316-2_scaffold_610_4	ClassD	NA	ClassD	Beta-Lactamase-Class D	Beta-Lactamase
4972	B357-3_scaffold_19814_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1462	B316-2_scaffold_20_121	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4567	B346-3_scaffold_7941_2	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
4065	B309-1_scaffold_5_266	PmrE	PmrE	NA	Phosphoethanolamine Transferase	Phosphoethanolamine Transferase
2322	B359-3_scaffold_249_8	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1273	B359-3_scaffold_249_9	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6176	B320-1_scaffold_4721_6	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT	Acetyltransferase	Acetyltransferase
6853	B313-2_scaffold_1266_7	vgaC	vgaC	NA	Efflux	Efflux
6852	B313-2_scaffold_1266_4	vgaC	vgaC	NA	Efflux	Efflux
4595	B310-5_scaffold_17273_1	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
6121	B346-3_scaffold_825_7	ClassB	NA	ClassB	Beta-Lactamase-Class B	Beta-Lactamase
4990	B316-1_scaffold_35_29	SubclassB3	NA	SubclassB3	Beta-Lactamase-Class B	Beta-Lactamase
3890	B370-1_scaffold_311_31	MexE	NA	MexE	Efflux	Efflux
6200	B316-2_scaffold_30031_3	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT	Acetyltransferase	Acetyltransferase
5795	B320-1_scaffold_836_27	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
1244	B370-1_scaffold_872_25	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4230	B320-1_scaffold_836_28	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
2173	B370-1_scaffold_470_30	msbA	NA	msbA	Efflux	Efflux
6339	L93-1_scaffold_1160_11	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT	Acetyltransferase	Acetyltransferase
848	B316-1_scaffold_13822_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1332	B359-2_scaffold_4346_3	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
993	B316-1_scaffold_126_42	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4756	B314-3_scaffold_13547_2	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
4332	B309-2_scaffold_23691_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1736	B369-4_scaffold_245_9	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3147	L109-4_scaffold_23203_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3557	B357-2_scaffold_18199_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6593	B309-3_scaffold_16601_3	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
5562	B352-4_scaffold_17448_3	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT	Acetyltransferase	Acetyltransferase
3426	B314-1_scaffold_9424_1	phoQ	NA	phoQ	Gene Modulating Resistance	Gene Modulating Resistance
1647	B313-1_scaffold_1400_6	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
