Protein	Name	CARD	Resfams
B329-3_scaffold_1980_4	ABC_efflux	NA	ABC_efflux
B352-1_scaffold_15337_1	ClassA	NA	ClassA
B371-4_scaffold_24009_2	msbA	NA	msbA
B352-1_scaffold_1483_12	ABC_efflux	NA	ABC_efflux
B316-4_scaffold_1276_4	ABC_efflux	NA	ABC_efflux
B371-3_scaffold_2249_1	ABC_efflux	NA	ABC_efflux
B314-2_scaffold_37_39	msbA	NA	msbA
B370-1_scaffold_22295_4	ABC_efflux	NA	ABC_efflux
B352-5_scaffold_25962_2	ClassA	NA	ClassA
B316-4_scaffold_1115_22	ABC_efflux	NA	ABC_efflux
B316-2_1666|phage|21372|26149_120771_1	ABC_efflux	NA	ABC_efflux
B313-3_scaffold_687_21	ClassA	NA	ClassA
B310-1_scaffold_10_392	ABC_efflux	NA	ABC_efflux
B371-1_scaffold_4414_7	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT
B316-2_scaffold_243_57	vanY	NA	vanY
B314-1_scaffold_5244_2	ABC_efflux	NA	ABC_efflux
B329-1_scaffold_390_9	CMY-LAT-MOX-ACT-MIR-FOX	NA	CMY-LAT-MOX-ACT-MIR-FOX
L109-1_scaffold_325_37	ABC_efflux	NA	ABC_efflux
B321-3_scaffold_17603_2	vanR	NA	vanR
L82-1_scaffold_23617_2	vanY	NA	vanY
B314-1_scaffold_4412_3	ABC_efflux	NA	ABC_efflux
B314-2_scaffold_2556_6	ClassA	OXY-2-10	ClassA
B310-4_scaffold_527_27	ABC_efflux	NA	ABC_efflux
L109-3_scaffold_15250_4	vanY	NA	vanY
B369-4_scaffold_16940_1	ABC_efflux	NA	ABC_efflux
B313-3_scaffold_2797_5	ABC_efflux	NA	ABC_efflux
B313-3_scaffold_2797_4	ABC_efflux	NA	ABC_efflux
B314-3_scaffold_7005_2	vanS	NA	vanS
B313-1_scaffold_4735_3	msbA	NA	msbA
L82-1_scaffold_3383_6	ABC_efflux	NA	ABC_efflux
B346-3_scaffold_37124_2	ClassB	NA	ClassB
B313-1_3214|phage|3136|8356_55644_2	ABC_efflux	NA	ABC_efflux
B313-1_scaffold_26766_2	vanR	NA	vanR
B316-3_scaffold_11070_2	ABC_efflux	NA	ABC_efflux
B357-3_scaffold_1832_2	ABC_efflux	NA	ABC_efflux
B352-3_scaffold_4193_3	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT
L93-5_scaffold_7294_4	SubclassB1	NA	SubclassB1
B316-7_scaffold_7079_5	TetM-TetW-TetO-TetS	NA	TetM-TetW-TetO-TetS
B320-5_scaffold_49_81	RND_efflux	NA	RND_efflux
B346-3_scaffold_2248_9	ABC_efflux	NA	ABC_efflux
B316-5_scaffold_14948_2	ABC_efflux	NA	ABC_efflux
B309-4_scaffold_2718_5	ABC_efflux	NA	ABC_efflux
B310-2_scaffold_501_11	vanS	NA	vanS
B313-3_scaffold_274_24	vanS	NA	vanS
B329-4_scaffold_2502_3	vanS	NA	vanS
B335-1_scaffold_8144_2	ABC_efflux	NA	ABC_efflux
B352-3_scaffold_22551_1	vanR	NA	vanR
B371-1_scaffold_110_30	ABC_efflux	NA	ABC_efflux
B309-1_scaffold_863_26	ABC_efflux	NA	ABC_efflux
B314-2_scaffold_1315_12	SubclassB2	cphA4	SubclassB2
B316-7_scaffold_11344_2	ClassA	NA	ClassA
B309-1_scaffold_2798_6	APH3'	APH(3')-IIIa	APH3'
L82-2_scaffold_44639_2	ABC_efflux	NA	ABC_efflux
B335-1_scaffold_2135_2	vanS	NA	vanS
B320-4_scaffold_10959_2	ABC_efflux	NA	ABC_efflux
B370-1_scaffold_18927_3	vanY	NA	vanY
B370-1_scaffold_3387_7	vanY	NA	vanY
B316-6_scaffold_7461_4	vanR	NA	vanR
L93-5_scaffold_1238_8	vanS	NA	vanS
B352-5_scaffold_395_1	ABC_efflux	NA	ABC_efflux
B352-4_scaffold_137_67	ABC_efflux	NA	ABC_efflux
B352-5_scaffold_1488_10	ABC_efflux	NA	ABC_efflux
B310-1_scaffold_17_43	MexE	NA	MexE
B369-2_scaffold_5057_1	Enterobacter cloacae rob	Enterobacter cloacae rob	NA
B310-1_scaffold_17_45	VEB-PER	CblA-1	VEB-PER
B371-1_scaffold_9481_1	vanY	NA	vanY
B371-6_scaffold_28710_1	ClassA	NA	ClassA
B310-5_scaffold_895_5	ABC_efflux	NA	ABC_efflux
B316-2_scaffold_3210_20	ABC_efflux	NA	ABC_efflux
B316-3_scaffold_33_6	ABC_efflux	NA	ABC_efflux
B346-3_scaffold_2563_4	vanY	NA	vanY
B320-4_scaffold_11979_2	vanR	NA	vanR
B313-3_scaffold_91_37	ABC_efflux	NA	ABC_efflux
B316-1_scaffold_2457_6	ABC_efflux	NA	ABC_efflux
L93-1_1857|phage|1|9918_34259_1	ABC_efflux	NA	ABC_efflux
B321-4_scaffold_12269_1	PC1	PC1 beta-lactamase (blaZ)	PC1
B309-2_scaffold_1812_6	ABC_efflux	NA	ABC_efflux
B329-4_scaffold_7318_2	ABC_efflux	NA	ABC_efflux
L109-1_scaffold_3579_3	RND_efflux	NA	RND_efflux
B357-5_2897|phage|2692|10986_66197_8	ABC_efflux	NA	ABC_efflux
B316-5_scaffold_23280_1	ClassA	NA	ClassA
B314-3_scaffold_2889_6	vanR	NA	vanR
B369-2_scaffold_2704_1	vanR	NA	vanR
B370-1_scaffold_718_34	ClassA	NA	ClassA
B309-1_scaffold_7167_3	vanR	NA	vanR
B316-4_scaffold_11540_1	ABC_efflux	NA	ABC_efflux
B321-1_scaffold_17655_1	ClassA	NA	ClassA
L109-3_scaffold_8389_1	ABC_efflux	NA	ABC_efflux
B329-1_scaffold_5605_1	ClassA	NA	ClassA
B370-1_scaffold_5268_3	RND_efflux	NA	RND_efflux
B331-1_scaffold_4810_2	SubclassB1	NA	SubclassB1
B316-4_scaffold_474_21	ClassB	NA	ClassB
B309-1_scaffold_677_53	ANT6	NA	ANT6
B316-2_scaffold_6800_1	vanY	NA	vanY
B313-3_scaffold_4410_3	ABC_efflux	NA	ABC_efflux
B352-1_scaffold_20136_2	ClassA	NA	ClassA
B359-2_scaffold_12794_1	ABC_efflux	NA	ABC_efflux
B357-4_scaffold_9378_3	ABC_efflux	NA	ABC_efflux
B316-5_scaffold_5410_1	ABC_efflux	NA	ABC_efflux
B310-1_scaffold_193_10	RND_efflux	NA	RND_efflux
B352-1_scaffold_8544_4	ABC_efflux	NA	ABC_efflux
B352-1_scaffold_2525_1	vanY	NA	vanY
B313-3_scaffold_300_9	tet_ribosomoal_protect	tetB(P)	tet_ribosomoal_protect
B309-1_scaffold_5753_4	ABC_efflux	NA	ABC_efflux
B314-3_scaffold_617_9	vanS	NA	vanS
B352-4_scaffold_15054_1	vanS	NA	vanS
B357-4_scaffold_15226_5	ABC_efflux	NA	ABC_efflux
B316-1_scaffold_1692_5	ABC_efflux	NA	ABC_efflux
B352-5_scaffold_787_14	ABC_efflux	NA	ABC_efflux
B309-3_scaffold_1691_5	vanR	NA	vanR
B321-1_scaffold_107_49	ABC_efflux	NA	ABC_efflux
B321-1_scaffold_107_48	ABC_efflux	NA	ABC_efflux
B316-2_scaffold_25566_1	ClassA	NA	ClassA
B310-4_scaffold_2150_2	ABC_efflux	NA	ABC_efflux
B370-3_scaffold_7592_1	ABC_efflux	NA	ABC_efflux
B370-1_scaffold_134_86	ABC_efflux	NA	ABC_efflux
B371-6_scaffold_5205_5	vanR	NA	vanR
B357-4_scaffold_14147_1	emrB	NA	emrB
B310-4_scaffold_718_1	emrR	emrR	NA
B369-2_scaffold_161_67	ABC_efflux	NA	ABC_efflux
L82-2_scaffold_1510_33	ABC_efflux	NA	ABC_efflux
B320-2_scaffold_714_22	ABC_efflux	NA	ABC_efflux
B371-1_scaffold_4_273	tet_MFS_efflux	NA	tet_MFS_efflux
B352-4_scaffold_23472_1	ABC_efflux	NA	ABC_efflux
B352-1_scaffold_22682_1	ABC_efflux	NA	ABC_efflux
B352-5_scaffold_23477_2	ABC_efflux	NA	ABC_efflux
B370-1_scaffold_949_13	ABC_efflux	NA	ABC_efflux
B352-5_scaffold_44_15	ABC_efflux	NA	ABC_efflux
B310-4_scaffold_359_16	baeR	baeR	NA
B309-1_scaffold_1112_7	vanR	NA	vanR
B310-4_scaffold_359_12	RND_efflux	NA	RND_efflux
B346-4_scaffold_4336_4	vanY	NA	vanY
B309-1_scaffold_1112_8	vanS	NA	vanS
B309-2_scaffold_139_125	ABC_efflux	NA	ABC_efflux
L109-4_scaffold_1440_6	ABC_efflux	NA	ABC_efflux
B314-3_scaffold_1437_10	ABC_efflux	NA	ABC_efflux
B346-3_scaffold_4769_3	ABC_efflux	NA	ABC_efflux
B326-2_scaffold_348_13	ABC_efflux	NA	ABC_efflux
B326-2_scaffold_348_14	ABC_efflux	NA	ABC_efflux
B314-1_scaffold_13_122	ABC_efflux	NA	ABC_efflux
B314-1_scaffold_13_123	ABC_efflux	NA	ABC_efflux
B314-3_scaffold_751_9	ABC_efflux	NA	ABC_efflux
B371-5_scaffold_16293_1	ABC_efflux	NA	ABC_efflux
B313-1_scaffold_1736_18	ANT9	NA	ANT9
B316-1_scaffold_12649_4	ABC_efflux	NA	ABC_efflux
B346-4_scaffold_17373_2	ANT9	NA	ANT9
B314-2_scaffold_491_3	Enterobacter cloacae rob	Enterobacter cloacae rob	NA
L92-2_scaffold_2325_2	ABC_efflux	NA	ABC_efflux
B370-1_scaffold_42854_2	ClassB	NA	ClassB
B370-1_scaffold_85_14	ClassB	NA	ClassB
B370-1_scaffold_5985_5	vanR	NA	vanR
L92-2_scaffold_11645_2	APH3	NA	APH3
B316-2_scaffold_610_4	ClassD	NA	ClassD
B357-3_scaffold_19814_2	ABC_efflux	NA	ABC_efflux
B316-2_scaffold_20_121	ABC_efflux	NA	ABC_efflux
B346-3_scaffold_7941_2	vanS	NA	vanS
B309-1_scaffold_5_266	PmrE	PmrE	NA
B359-3_scaffold_249_8	ABC_efflux	NA	ABC_efflux
B359-3_scaffold_249_9	ABC_efflux	NA	ABC_efflux
B320-1_scaffold_4721_6	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT
B313-2_scaffold_1266_7	vgaC	vgaC	NA
B313-2_scaffold_1266_4	vgaC	vgaC	NA
B310-5_scaffold_17273_1	ClassA	NA	ClassA
B346-3_scaffold_825_7	ClassB	NA	ClassB
B316-1_scaffold_35_29	SubclassB3	NA	SubclassB3
B370-1_scaffold_311_31	MexE	NA	MexE
B316-2_scaffold_30031_3	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT
B320-1_scaffold_836_27	vanR	NA	vanR
B370-1_scaffold_872_25	ABC_efflux	NA	ABC_efflux
B320-1_scaffold_836_28	vanS	NA	vanS
B370-1_scaffold_470_30	msbA	NA	msbA
L93-1_scaffold_1160_11	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT
B316-1_scaffold_13822_2	ABC_efflux	NA	ABC_efflux
B359-2_scaffold_4346_3	ABC_efflux	NA	ABC_efflux
B316-1_scaffold_126_42	ABC_efflux	NA	ABC_efflux
B314-3_scaffold_13547_2	ClassA	NA	ClassA
B309-2_scaffold_23691_1	ABC_efflux	NA	ABC_efflux
B369-4_scaffold_245_9	ABC_efflux	NA	ABC_efflux
L109-4_scaffold_23203_1	ABC_efflux	NA	ABC_efflux
B357-2_scaffold_18199_1	ABC_efflux	NA	ABC_efflux
B309-3_scaffold_16601_3	ClassA	NA	ClassA
B352-4_scaffold_17448_3	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT
B314-1_scaffold_9424_1	phoQ	NA	phoQ
B313-1_scaffold_1400_6	ABC_efflux	NA	ABC_efflux
B321-1_scaffold_3140_1	ABC_efflux	NA	ABC_efflux
B309-1_scaffold_1461_2	ABC_efflux	NA	ABC_efflux
B371-1_scaffold_879_28	ABC_efflux	NA	ABC_efflux
B321-1_scaffold_4746_5	ABC_efflux	NA	ABC_efflux
B352-3_scaffold_2811_2	ABC_efflux	NA	ABC_efflux
L92-2_scaffold_7251_2	Escherichia coli CpxR	Escherichia coli CpxR	NA
B371-4_scaffold_10146_2	ABC_efflux	NA	ABC_efflux
B314-2_scaffold_1967_2	bacA	bacA	NA
B320-1_scaffold_99_72	vanY	NA	vanY
B370-3_scaffold_2494_5	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT
B313-1_scaffold_11764_2	CTXM	CTX-M-37	CTXM
B320-1_scaffold_99_78	vanR	NA	vanR
B357-3_scaffold_3388_6	ABC_efflux	NA	ABC_efflux
B371-1_scaffold_12727_5	ABC_efflux	NA	ABC_efflux
B309-3_scaffold_128_37	vanY	NA	vanY
B310-2_scaffold_627_16	ABC_efflux	NA	ABC_efflux
B352-4_scaffold_7_193	RND_efflux	NA	RND_efflux
B316-2_scaffold_8160_3	ABC_efflux	NA	ABC_efflux
B329-1_scaffold_164_44	ClassA	NA	ClassA
B329-1_scaffold_164_47	ClassA	NA	ClassA
B313-1_scaffold_948_4	FosA5	FosA5	NA
B309-3_scaffold_2079_2	ABC_efflux	NA	ABC_efflux
B370-1_scaffold_946_18	ABC_efflux	NA	ABC_efflux
B346-3_scaffold_3629_8	vanY	NA	vanY
B331-2_scaffold_5678_1	dfrA21	dfrA21	NA
B309-3_scaffold_187_39	ABC_efflux	NA	ABC_efflux
B352-5_scaffold_26_42	ABC_efflux	NA	ABC_efflux
L92-2_scaffold_20339_2	macB	NA	macB
B314-1_scaffold_11731_2	OXA-12	OXA-12	NA
B309-1_scaffold_6482_3	vanW	vanWG	vanW
B309-1_scaffold_6482_2	vanY	vanYG1	vanY
B309-1_scaffold_170_80	vanS	NA	vanS
B346-3_scaffold_21172_1	ABC_efflux	NA	ABC_efflux
B371-1_scaffold_6821_11	ABC_efflux	NA	ABC_efflux
B346-3_scaffold_7569_2	vanY	NA	vanY
B309-2_scaffold_4815_4	vanR	NA	vanR
B309-2_scaffold_4815_5	vanS	NA	vanS
B309-2_scaffold_4815_2	vanY	NA	vanY
B321-2_scaffold_21318_1	ABC_efflux	NA	ABC_efflux
B313-1_scaffold_2166_11	Escherichia coli UhpT with mutation conferring resistance to fosfomycin	Escherichia coli UhpT with mutation conferring resistance to fosfomycin	NA
L109-4_scaffold_510_15	ABC_efflux	NA	ABC_efflux
B314-4_177|phage|19041|26581_59720_5	ABC_efflux	NA	ABC_efflux
B316-2_scaffold_1121_30	vanR	NA	vanR
B346-3_scaffold_3049_7	vanR	NA	vanR
B309-1_scaffold_3536_2	ABC_efflux	NA	ABC_efflux
B313-1_scaffold_975_7	ABC_efflux	NA	ABC_efflux
B357-1_scaffold_19068_2	ClassA	NA	ClassA
B321-2_scaffold_3900_3	SubclassB1	NA	SubclassB1
B309-1_scaffold_17_20	ABC_efflux	NA	ABC_efflux
B313-3_scaffold_307_24	ClassA	NA	ClassA
L93-1_scaffold_841_10	ABC_efflux	NA	ABC_efflux
B313-3_scaffold_17725_2	ABC_efflux	NA	ABC_efflux
B313-3_scaffold_46_40	ABC_efflux	NA	ABC_efflux
B310-4_scaffold_5209_3	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT
B320-2_scaffold_9559_1	ABC_efflux	NA	ABC_efflux
B316-1_scaffold_1401_1	ABC_efflux	NA	ABC_efflux
B316-1_scaffold_568_27	RND_efflux	NA	RND_efflux
B320-1_scaffold_1592_15	ClassA	NA	ClassA
B314-3_scaffold_406_16	ClassA	NA	ClassA
B309-1_scaffold_5_62	Escherichia coli GlpT with mutation conferring resistance to fosfomycin	Escherichia coli GlpT with mutation conferring resistance to fosfomycin	NA
B369-2_scaffold_6621_4	MexE	NA	MexE
B352-5_scaffold_23501_1	ABC_efflux	NA	ABC_efflux
B310-1_scaffold_3627_4	vanR	NA	vanR
B309-3_scaffold_1857_7	vanY	NA	vanY
B352-5_scaffold_42183_1	AAC3	NA	AAC3
B313-3_scaffold_13392_1	ABC_efflux	NA	ABC_efflux
B314-2_scaffold_753_2	bacA	bacA	NA
B369-2_scaffold_11889_1	soxR	NA	soxR
B321-3_scaffold_6817_3	SubclassB1	NA	SubclassB1
B357-2_scaffold_67_115	RND_efflux	NA	RND_efflux
B370-4_scaffold_1356_5	RND_efflux	NA	RND_efflux
B357-4_scaffold_29472_1	ABC_efflux	NA	ABC_efflux
B352-5_scaffold_21060_2	ClassA	NA	ClassA
B371-1_scaffold_110_12	ABC_efflux	NA	ABC_efflux
B316-1_scaffold_29211_1	ABC_efflux	NA	ABC_efflux
B313-1_scaffold_68_3	ClassA	NA	ClassA
B314-4_scaffold_82_25	vanR	NA	vanR
L92-2_scaffold_21897_2	FosA5	FosA5	NA
B313-1_scaffold_6226_4	ABC_efflux	NA	ABC_efflux
B320-3_scaffold_1653_5	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT
B320-1_scaffold_29224_1	vanR	NA	vanR
B359-2_scaffold_83_58	ABC_efflux	NA	ABC_efflux
B359-2_3233|phage|1337|8218_49395_4	ABC_efflux	NA	ABC_efflux
B314-4_scaffold_48_49	ABC_efflux	NA	ABC_efflux
B370-1_scaffold_3398_9	ABC_efflux	NA	ABC_efflux
B310-1_scaffold_139_3	ABC_efflux	NA	ABC_efflux
B313-2_scaffold_68_62	ABC_efflux	NA	ABC_efflux
B309-1_scaffold_181_90	vanY	NA	vanY
B316-1_scaffold_7136_5	vanY	NA	vanY
B370-1_scaffold_36_142	ABC_efflux	NA	ABC_efflux
B371-4_scaffold_4885_1	ABC_efflux	NA	ABC_efflux
B310-1_scaffold_7265_4	vanX	NA	vanX
B313-3_scaffold_8421_2	ABC_efflux	NA	ABC_efflux
L109-4_scaffold_23291_2	vanS	NA	vanS
B321-4_scaffold_15327_2	APH3'	APH(3')-IIIa	APH3'
B310-4_scaffold_2520_1	Escherichia coli CpxR	Escherichia coli CpxR	NA
B314-1_scaffold_116_71	AAC3	NA	AAC3
B314-1_scaffold_2348_9	APH3'	NA	APH3'
B309-3_scaffold_7699_3	vanS	NA	vanS
B309-2_scaffold_1002_26	ABC_efflux	NA	ABC_efflux
B316-3_scaffold_15325_1	SubclassB2	NA	SubclassB2
B371-6_scaffold_4083_2	MexW-MexI	NA	MexW-MexI
B316-2_scaffold_16202_7	ABC_efflux	NA	ABC_efflux
B310-1_scaffold_1824_4	RND_efflux	NA	RND_efflux
B310-1_scaffold_1824_3	MexH	NA	MexH
B314-2_scaffold_4311_1	RND_efflux	NA	RND_efflux
B346-4_scaffold_7093_3	ClassA	NA	ClassA
B313-1_scaffold_2078_9	ABC_efflux	NA	ABC_efflux
B313-1_scaffold_5593_3	baeR	baeR	NA
B320-2_2614|phage|3259|6655_36855_2	ABC_efflux	NA	ABC_efflux
B314-3_scaffold_6836_2	ABC_efflux	NA	ABC_efflux
B370-1_scaffold_1280_1	ABC_efflux	NA	ABC_efflux
B331-2_scaffold_12210_1	ABC_efflux	NA	ABC_efflux
B316-3_scaffold_25611_2	ABC_efflux	NA	ABC_efflux
B370-1_scaffold_21241_2	ABC_efflux	NA	ABC_efflux
B309-4_scaffold_5216_3	ABC_efflux	NA	ABC_efflux
L109-2_scaffold_41674_1	ClassA	NA	ClassA
B310-1_scaffold_442_19	ABC_efflux	NA	ABC_efflux
B309-1_scaffold_677_38	vanR	NA	vanR
B371-1_scaffold_9506_3	ClassA	NA	ClassA
B314-1_scaffold_302_31	ABC_efflux	NA	ABC_efflux
L109-2_scaffold_39718_1	vanY	NA	vanY
B331-2_scaffold_769_2	RND_efflux	NA	RND_efflux
B359-3_scaffold_17_17	ABC_efflux	NA	ABC_efflux
B370-2_scaffold_4368_1	ABC_efflux	NA	ABC_efflux
B357-5_scaffold_17645_2	MexE	NA	MexE
B352-1_scaffold_2774_1	ABC_efflux	NA	ABC_efflux
B314-1_scaffold_10343_3	soxR	NA	soxR
L109-1_scaffold_6619_3	vanY	NA	vanY
B321-3_scaffold_15161_2	ClassB	NA	ClassB
L109-1_scaffold_8167_2	RND_efflux	NA	RND_efflux
B352-3_scaffold_426_44	RND_efflux	NA	RND_efflux
B321-2_scaffold_1017_15	vanS	NA	vanS
B321-2_scaffold_20_157	ABC_efflux	NA	ABC_efflux
L109-2_scaffold_14931_3	ABC_efflux	NA	ABC_efflux
B313-3_scaffold_1444_2	ABC_efflux	NA	ABC_efflux
B309-2_scaffold_2577_3	ABC_efflux	NA	ABC_efflux
B314-4_scaffold_20_55	ABC_efflux	NA	ABC_efflux
B371-1_scaffold_41213_2	MexX	NA	MexX
B326-2_scaffold_158_47	ABC_efflux	NA	ABC_efflux
B357-3_scaffold_12311_2	vanY	NA	vanY
B314-4_scaffold_2591_3	vanR	NA	vanR
B309-1_scaffold_6352_2	ABC_efflux	NA	ABC_efflux
L109-1_scaffold_11337_3	ABC_efflux	NA	ABC_efflux
B320-1_scaffold_2249_10	ABC_efflux	NA	ABC_efflux
B310-6_scaffold_13360_2	vanY	NA	vanY
L109-2_scaffold_632_33	ABC_efflux	NA	ABC_efflux
B369-2_scaffold_13418_2	ClassA	NA	ClassA
B313-1_scaffold_1454_9	ABC_efflux	NA	ABC_efflux
B370-1_scaffold_6888_10	ABC_efflux	NA	ABC_efflux
B310-5_scaffold_32_15	vanY	NA	vanY
B352-1_scaffold_37214_1	ClassA	NA	ClassA
B371-1_scaffold_35478_3	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT
B313-1_scaffold_12730_2	ABC_efflux	NA	ABC_efflux
B320-2_scaffold_1399_5	RND_efflux	NA	RND_efflux
B309-2_scaffold_656_24	vanY	NA	vanY
B316-4_scaffold_23692_2	vanR	NA	vanR
B316-4_scaffold_23692_1	vanS	NA	vanS
B316-3_scaffold_210_11	ABC_efflux	NA	ABC_efflux
B357-1_scaffold_7234_3	ABC_efflux	NA	ABC_efflux
B371-4_scaffold_2905_9	ClassA	NA	ClassA
B321-1_scaffold_325_28	ABC_efflux	NA	ABC_efflux
B357-5_scaffold_21626_1	ClassA	NA	ClassA
B316-3_scaffold_8_157	PmrC	PmrC	NA
B321-1_scaffold_325_27	ABC_efflux	NA	ABC_efflux
B314-1_scaffold_94_21	ABC_efflux	NA	ABC_efflux
B309-2_scaffold_693_51	ABC_efflux	NA	ABC_efflux
B316-1_scaffold_9416_3	ABC_efflux	NA	ABC_efflux
B371-1_scaffold_184_54	vanY	NA	vanY
B314-4_scaffold_153_16	ABC_efflux	NA	ABC_efflux
B314-2_scaffold_4529_1	RND_efflux	NA	RND_efflux
B369-2_scaffold_11378_2	Escherichia coli CpxR	Escherichia coli CpxR	NA
B310-4_scaffold_15543_2	CMY-LAT-MOX-ACT-MIR-FOX	CMY-75	CMY-LAT-MOX-ACT-MIR-FOX
B310-5_scaffold_155_31	ABC_efflux	NA	ABC_efflux
B316-2_scaffold_3150_6	vanY	NA	vanY
B371-1_scaffold_4_256	MexE	NA	MexE
B371-1_scaffold_4_257	RND_efflux	NA	RND_efflux
B316-3_scaffold_3422_2	ABC_efflux	NA	ABC_efflux
B370-1_scaffold_5950_2	APH3	NA	APH3
B335-1_scaffold_492_6	ABC_efflux	NA	ABC_efflux
B320-1_scaffold_24892_6	ABC_efflux	NA	ABC_efflux
B310-4_scaffold_178_16	mfd	mfd	NA
B320-1_scaffold_435_41	ClassA	NA	ClassA
B371-1_scaffold_8207_1	MexW-MexI	NA	MexW-MexI
B310-4_scaffold_9423_1	Escherichia coli CpxR	Escherichia coli CpxR	NA
B371-1_scaffold_8207_5	ClassA	NA	ClassA
B346-3_scaffold_3082_5	vanR	NA	vanR
B346-3_scaffold_3082_4	vanS	NA	vanS
L92-1_scaffold_5622_1	ABC_efflux	NA	ABC_efflux
B313-3_535|phage|15051|30080_78751_1	ABC_efflux	NA	ABC_efflux
B316-1_scaffold_23619_1	ABC_efflux	NA	ABC_efflux
L93-5_scaffold_9529_1	ABC_efflux	NA	ABC_efflux
L109-4_scaffold_38631_1	ABC_efflux	NA	ABC_efflux
B346-3_scaffold_3269_1	msbA	NA	msbA
B331-2_scaffold_914_6	ABC_efflux	NA	ABC_efflux
B316-3_scaffold_24505_2	ABC_efflux	NA	ABC_efflux
B321-3_scaffold_779_20	ABC_efflux	NA	ABC_efflux
B313-1_scaffold_23_72	ABC_efflux	NA	ABC_efflux
B314-2_scaffold_2024_12	vgaC	vgaC	NA
B313-3_scaffold_3336_1	ABC_efflux	NA	ABC_efflux
L82-1_scaffold_28760_1	ClassA	NA	ClassA
B371-6_scaffold_19777_2	ABC_efflux	NA	ABC_efflux
B321-1_scaffold_5597_3	ABC_efflux	NA	ABC_efflux
B316-3_scaffold_4774_7	ErmF	ErmF	NA
B316-3_scaffold_12158_3	ABC_efflux	NA	ABC_efflux
B310-1_scaffold_6723_2	ABC_efflux	NA	ABC_efflux
B309-1_scaffold_738_10	vanR	NA	vanR
B313-1_scaffold_4507_2	ABC_efflux	NA	ABC_efflux
B316-1_scaffold_33534_2	vanR	NA	vanR
B310-4_scaffold_6210_2	vanS	NA	vanS
B313-1_scaffold_628_23	ABC_efflux	NA	ABC_efflux
L93-5_150|phage|60408|87940_25455_16	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT
L109-4_scaffold_57619_2	dfrF	dfrF	NA
B313-3_734|phage|5089|13757_78767_6	ABC_efflux	NA	ABC_efflux
B309-2_scaffold_5534_4	ClassB	NA	ClassB
B321-2_scaffold_12574_3	vanR	NA	vanR
B313-1_scaffold_16831_1	ABC_efflux	NA	ABC_efflux
B370-1_scaffold_18783_1	ABC_efflux	NA	ABC_efflux
B346-3_scaffold_2763_5	msbA	NA	msbA
B309-2_scaffold_2678_7	ABC_efflux	NA	ABC_efflux
B309-2_scaffold_2678_6	ABC_efflux	NA	ABC_efflux
B313-3_scaffold_128_15	ABC_efflux	NA	ABC_efflux
B352-4_scaffold_205_107	ABC_efflux	NA	ABC_efflux
B310-2_scaffold_164_13	ABC_efflux	NA	ABC_efflux
B316-2_scaffold_4514_10	ABC_efflux	NA	ABC_efflux
B320-3_scaffold_209_44	AAC3	NA	AAC3
B313-4_scaffold_282_2	ClassA	NA	ClassA
B313-1_scaffold_113_21	ABC_efflux	NA	ABC_efflux
B357-5_scaffold_2173_21	vanY	NA	vanY
B329-1_scaffold_737_17	msrB	msrB	NA
B352-4_scaffold_3969_7	vanY	vanYA	vanY
B371-1_scaffold_48984_1	vanS	NA	vanS
B310-1_scaffold_4043_3	ABC_efflux	NA	ABC_efflux
B313-3_scaffold_183_24	vanR	NA	vanR
B316-2_scaffold_10504_7	ABC_efflux	NA	ABC_efflux
B370-3_scaffold_3127_1	vanY	NA	vanY
B316-6_scaffold_15550_1	AAC3	NA	AAC3
B370-4_scaffold_5689_2	ABC_efflux	NA	ABC_efflux
B371-6_scaffold_9065_3	ABC_efflux	NA	ABC_efflux
B313-2_scaffold_472_20	ABC_efflux	NA	ABC_efflux
B329-1_scaffold_232_1	Escherichia coli CpxR	Escherichia coli CpxR	NA
L109-3_scaffold_22530_1	ABC_efflux	NA	ABC_efflux
B370-1_scaffold_6709_2	ABC_efflux	NA	ABC_efflux
B313-2_scaffold_39_87	MexH	NA	MexH
B310-4_scaffold_31_21	RND_efflux	NA	RND_efflux
B320-5_2690|phage|1|6673_41323_3	ABC_efflux	NA	ABC_efflux
B313-2_scaffold_39_88	RND_efflux	NA	RND_efflux
B309-1_scaffold_71_112	ClassA	NA	ClassA
B335-1_scaffold_7784_3	AAC3	NA	AAC3
B352-3_scaffold_297_50	ClassB	NA	ClassB
B371-6_scaffold_13068_1	ABC_efflux	NA	ABC_efflux
B370-3_scaffold_9710_3	vanY	NA	vanY
B352-3_scaffold_14759_1	vanY	NA	vanY
B309-3_scaffold_5388_3	ABC_efflux	NA	ABC_efflux
